County,Case rate,Death rate
Carson City,11852,222
Churchill,8567,197
Clark,11507,199
Douglas,6173,76
Elko,9832,110
Esmeralda,4353,0
Eureka,2711,0
Humboldt,7243,83
Lander,8713,163
Lincoln,7254,58
Lyon,5855,113
Mineral,6859,155
Nye,6496,232
Pershing,14439,297
Storey,2911,73
Washoe,9832,145
White Pine,6639,63
