County,Case rate,Death rate
Barnstable,6547,221
Berkshire,5245,231
Bristol,11838,309
Dukes,8158,0
Essex,12415,305
Franklin,3682,161
Hampden,11243,330
Hampshire,5705,187
Middlesex,8399,234
Nantucket,13326,0
Norfolk,7786,255
Plymouth,9457,277
Suffolk,11585,230
Worcester,9321,271
