Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Perry,09/24/2020,3,2.4,227,46272,6.5,5.2,490.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,10/16/2020,3,2.3,287,51361,5.8,4.5,558.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,12/05/2020,22,24.6,851,46272,47.5,53.1,1839.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,10/09/2020,8,3.6,276,46272,17.3,7.7,596.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,11/04/2020,5,5,409,46272,10.8,10.8,883.9,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,11/19/2020,24,11.6,559,46272,51.9,25,1208.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,07/19/2020,0,0.4,102,46272,0,0.9,220.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,06/06/2020,0,1.3,70,46272,0,2.8,151.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,11/14/2020,7,4.4,360,51361,13.6,8.6,700.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lycoming,05/16/2021,2,16.9,11687,113299,1.8,14.9,10315.2,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Perry,10/13/2020,10,4.9,298,46272,21.6,10.5,644,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bradford,08/03/2020,3,1.4,103,60323,5,2.4,170.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Wayne,10/10/2020,0,1.3,271,51361,0,2.5,527.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,05/21/2020,0,0.7,42,46272,0,1.5,90.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,10/12/2020,2,1.4,273,51361,3.9,2.8,531.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,09/10/2020,0,0.9,194,46272,0,1.9,419.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Adams,10/23/2020,7,12.3,1094,103009,6.8,11.9,1062,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Perry,07/28/2020,1,2.1,119,46272,2.2,4.6,257.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bradford,07/23/2020,1,1.9,88,60323,1.7,3.1,145.9,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Wayne,10/15/2020,5,2.3,284,51361,9.7,4.5,552.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Wayne,11/16/2020,8,5,371,51361,15.6,9.7,722.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,05/23/2020,4,1.1,48,46272,8.6,2.5,103.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Crawford,04/27/2021,18,16.6,7040,84629,21.3,19.6,8318.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Perry,06/11/2020,1,0.6,73,46272,2.2,1.2,157.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,07/31/2020,4,1.6,125,46272,8.6,3.4,270.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bradford,08/15/2020,0,1.1,112,60323,0,1.9,185.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Perry,07/23/2020,4,1.6,112,46272,8.6,3.4,242,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,11/12/2020,11,9.1,478,46272,23.8,19.8,1033,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Westmoreland,01/17/2021,78,174.3,23336,348899,22.4,50,6688.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Perry,05/08/2020,0,0.1,35,46272,0,0.3,75.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,07/30/2020,1,1.3,121,46272,2.2,2.8,261.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,08/27/2020,2,2.7,183,46272,4.3,5.9,395.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Mifflin,05/21/2021,3,6.6,5369,46138,6.5,14.2,11636.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Perry,12/03/2020,38,21.4,805,46272,82.1,46.3,1739.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,09/07/2020,3,1,193,46272,6.5,2.2,417.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,11/05/2020,7,2.6,318,51361,13.6,5,619.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,05/15/2020,3,0.7,40,46272,6.5,1.5,86.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,12/16/2020,32,38,1255,46272,69.2,82.1,2712.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Montgomery,05/09/2020,159,100.1,5359,830915,19.1,12.1,645,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Warren,04/25/2021,5,5,2474,39191,12.8,12.8,6312.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Northampton,12/24/2020,240,258.9,15571,305285,78.6,84.8,5100.5,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Perry,12/30/2020,21,27.7,1719,46272,45.4,59.9,3715,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,12/10/2020,83,33.1,896,51361,161.6,64.5,1744.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Wayne,11/07/2020,6,3.7,329,51361,11.7,7.2,640.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,01/17/2021,25,25.7,2225,46272,54,55.6,4808.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,10/31/2020,1,1.4,303,51361,1.9,2.8,589.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Perry,01/09/2021,32,28.9,2003,46272,69.2,62.4,4328.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,05/02/2020,1,1.1,35,46272,2.2,2.5,75.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Erie,10/28/2020,38,26.4,2128,269728,14.1,9.8,788.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Perry,06/02/2020,0,1.4,65,46272,0,3.1,140.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Pennsylvania,05/07/2020,1334,1040.9,54559,12801989,10.4,8.1,426.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Crawford,04/02/2021,7,6.3,6720,84629,8.3,7.4,7940.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Centre,03/05/2020,0,,0,162385,0,,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Forest,05/23/2021,0,0.3,1428,7247,0,3.9,19704.7,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Sullivan,05/23/2021,0,0.3,430,6066,0,4.7,7088.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Pennsylvania,05/12/2021,2058,2079,1181955,12801989,16.1,16.2,9232.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cameron,05/23/2021,0,0.1,301,4447,0,3.2,6768.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Franklin,02/05/2021,67,45.6,11750,155027,43.2,29.4,7579.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pennsylvania,09/23/2020,880,790.1,154929,12801989,6.9,6.2,1210.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Wyoming,05/23/2020,0,0.6,35,26794,0,2.1,130.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Jefferson,04/09/2021,7,8.6,3080,43425,16.1,19.7,7092.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/17/2021,1,5.9,2737,43425,2.3,13.5,6302.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Sullivan,04/15/2021,4,2.3,375,6066,65.9,37.7,6182,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Jefferson,03/28/2021,7,8.7,2978,43425,16.1,20.1,6857.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/31/2021,5,7.9,3006,43425,11.5,18.1,6922.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/28/2021,2,5.7,2800,43425,4.6,13.2,6447.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/25/2021,1,4.6,3191,43425,2.3,10.5,7348.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/29/2021,14,8.6,2992,43425,32.2,19.7,6890,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/19/2021,5,3.3,3296,43425,11.5,7.6,7590.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/18/2021,2,9.7,3159,43425,4.6,22.4,7274.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/05/2021,6,7.4,2846,43425,13.8,17.1,6553.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/07/2021,12,7.3,3057,43425,27.6,16.8,7039.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/14/2021,10,10.9,3133,43425,23,25,7214.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/26/2021,4,4,3195,43425,9.2,9.2,7357.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/05/2021,9,6.1,3035,43425,20.7,14.1,6989.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/19/2021,8,8.9,3167,43425,18.4,20.4,7293,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/02/2021,2,3.9,3218,43425,4.6,8.9,7410.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/08/2021,16,8.7,3073,43425,36.8,20.1,7076.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/20/2021,4,6.9,3171,43425,9.2,15.8,7302.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/15/2021,8,8,2732,43425,18.4,18.4,6291.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/20/2021,2,6.4,2914,43425,4.6,14.8,6710.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/27/2021,5,4.1,3200,43425,11.5,9.5,7369,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/15/2021,9,3.9,2881,43425,20.7,8.9,6634.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/24/2021,3,4.7,3190,43425,6.9,10.9,7346,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/23/2021,1,3.6,3306,43425,2.3,8.2,7613.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/03/2021,4,7.6,3024,43425,9.2,17.4,6963.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/27/2021,4,8.1,2971,43425,9.2,18.8,6841.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/11/2021,3,9.3,3091,43425,6.9,21.4,7118,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/01/2021,3,4.1,2803,43425,6.9,9.5,6454.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/03/2021,7,4.3,3225,43425,16.1,9.9,7426.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/26/2021,4,5.9,2794,43425,9.2,13.5,6434.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/10/2021,2,3.4,2860,43425,4.6,7.9,6586.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/12/2021,5,3.1,2868,43425,11.5,7.2,6604.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/16/2021,12,10.4,3153,43425,27.6,24,7260.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/16/2021,12,5,2893,43425,27.6,11.5,6662.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/19/2021,3,5.9,2753,43425,6.9,13.5,6339.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/13/2021,18,11.1,3123,43425,41.5,25.7,7191.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/16/2021,0,3.4,3281,43425,0,7.9,7555.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/25/2021,2,2.7,3310,43425,4.6,6.3,7622.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/25/2021,5,5.7,2790,43425,11.5,13.2,6424.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/04/2021,2,6.9,3026,43425,4.6,15.8,6968.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/10/2021,6,5.4,3263,43425,13.8,12.5,7514.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/02/2021,8,7.6,3020,43425,18.4,17.4,6954.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Venango,05/18/2020,0,0.3,10,50668,0,0.6,19.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Sullivan,10/30/2020,0,0.3,23,6066,0,4.7,379.2,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Jefferson,05/24/2021,2,3,3308,43425,4.6,6.9,7617.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/08/2021,2,5.7,3256,43425,4.6,13.2,7498,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/22/2021,15,7.3,2932,43425,34.5,16.8,6751.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/26/2021,3,2.4,3313,43425,6.9,5.6,7629.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/17/2021,6,5.6,2899,43425,13.8,12.8,6675.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/23/2021,7,6.4,2781,43425,16.1,14.8,6404.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Bedford,04/08/2021,7,8.1,4035,47888,14.6,17,8425.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Jefferson,05/07/2021,7,5.7,3254,43425,16.1,13.2,7493.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/27/2021,4,5.7,2798,43425,9.2,13.2,6443.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Wyoming,05/11/2020,1,0.3,29,26794,3.7,1.1,108.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Jefferson,05/15/2021,1,3.6,3281,43425,2.3,8.2,7555.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/18/2021,10,6.6,2909,43425,23,15.1,6698.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/15/2021,8,9.7,3141,43425,18.4,22.4,7233.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/08/2021,6,7.3,2854,43425,13.8,16.8,6572.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/21/2021,3,6.4,2917,43425,6.9,14.8,6717.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/26/2021,8,7.9,2967,43425,18.4,18.1,6832.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/11/2021,4,4.9,3267,43425,9.2,11.2,7523.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/18/2021,4,3.4,3291,43425,9.2,7.9,7578.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Elk,05/30/2021,0,0.6,2859,29910,0,1.9,9558.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Jefferson,04/21/2021,3,5.9,3174,43425,6.9,13.5,7309.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/01/2021,6,7.6,3012,43425,13.8,17.4,6936.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,05/30/2021,0,0.3,303,4447,0,6.4,6813.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,03/23/2021,15,7.7,2947,43425,34.5,17.8,6786.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/25/2021,8,7.1,2959,43425,18.4,16.4,6814,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/24/2021,4,7.4,2951,43425,9.2,17.1,6795.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/22/2021,9,6,3183,43425,20.7,13.8,7329.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Beaver,05/24/2021,24,17.3,15360,163929,14.6,10.5,9369.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Jefferson,02/13/2021,8,8.3,2720,43425,18.4,19.1,6263.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/28/2021,3,4.1,3203,43425,6.9,9.5,7375.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/17/2021,4,9.9,3157,43425,9.2,22.7,7270,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/17/2021,6,3.4,3287,43425,13.8,7.9,7569.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/14/2021,3,3.7,3280,43425,6.9,8.6,7553.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/13/2021,1,3.1,2869,43425,2.3,7.2,6606.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Union,05/30/2020,0,0.7,58,44923,0,1.6,129.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Jefferson,02/20/2021,5,5.4,2758,43425,11.5,12.5,6351.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Union,07/08/2020,0,0.6,100,44923,0,1.3,222.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Jefferson,05/21/2021,5,3.3,3303,43425,11.5,7.6,7606.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Indiana,05/24/2020,0,0.6,90,84073,0,0.7,107,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Indiana,06/25/2020,0,0.3,102,84073,0,0.3,121.3,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Union,06/07/2020,1,2.3,74,44923,2.2,5.1,164.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Union,06/14/2020,1,1.6,85,44923,2.2,3.5,189.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Carbon,06/08/2020,5,2.4,254,64182,7.8,3.8,395.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Jefferson,05/20/2021,2,3,3298,43425,4.6,6.9,7594.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,02/24/2021,4,6.9,2785,43425,9.2,15.8,6413.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/11/2021,3,3.3,2863,43425,6.9,7.6,6593,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Sullivan,05/22/2021,2,0.3,430,6066,33,4.7,7088.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Union,05/14/2020,1,0.6,36,44923,2.2,1.3,80.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cameron,05/16/2021,0,1,300,4447,0,22.5,6746.1,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,04/06/2021,10,6.3,3045,43425,23,14.5,7012.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Sullivan,05/30/2021,0,0.6,434,6066,0,9.4,7154.6,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Jefferson,05/06/2021,9,5.3,3247,43425,20.7,12.2,7477.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Union,05/01/2020,1,0.9,30,44923,2.2,1.9,66.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Jefferson,05/05/2021,5,5,3238,43425,11.5,11.5,7456.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/10/2021,8,9.1,3088,43425,18.4,21.1,7111.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Union,05/03/2020,0,0.9,30,44923,0,1.9,66.8,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Jefferson,02/18/2021,13,6.4,2750,43425,29.9,14.8,6332.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Dauphin,03/27/2020,6,3.4,24,278299,2.2,1.2,8.6,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Jefferson,02/14/2021,4,8.1,2724,43425,9.2,18.8,6272.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Union,07/16/2020,1,1.7,112,44923,2.2,3.8,249.3,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Jefferson,03/09/2021,4,4.6,2858,43425,9.2,10.5,6581.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Clearfield,04/25/2021,17,28.7,8084,79255,21.4,36.2,10200,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Jefferson,05/04/2021,8,4.7,3233,43425,18.4,10.9,7445,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,03/21/2021,0,0.1,267,4447,0,3.2,6004,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,05/12/2021,6,5,3273,43425,13.8,11.5,7537.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,05/22/2021,0,0.1,301,4447,0,3.2,6768.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Wyoming,03/19/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Somerset,06/28/2020,0,2,64,73447,0,2.7,87.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Jefferson,05/09/2021,1,5.6,3257,43425,2.3,12.8,7500.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/13/2021,4,4.3,3277,43425,9.2,9.9,7546.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/19/2021,3,6.3,2912,43425,6.9,14.5,6705.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/30/2021,4,3.9,3214,43425,9.2,8.9,7401.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/23/2021,4,4.9,3187,43425,9.2,11.2,7339.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/07/2021,1,6.9,2848,43425,2.3,15.8,6558.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/06/2021,1,7,2847,43425,2.3,16.1,6556.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Carbon,06/16/2020,3,1,263,64182,4.7,1.6,409.8,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Jefferson,03/03/2021,10,7.3,2836,43425,23,16.8,6530.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Greene,05/04/2021,3,4.1,3175,36233,8.3,11.4,8762.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Bucks,04/11/2021,187,257,53994,628270,29.8,40.9,8594.1,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Columbia,02/18/2021,11,12.6,4552,64964,16.9,19.4,7007,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Adams,02/20/2021,15,22.9,7190,103009,14.6,22.2,6980,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Berks,04/21/2021,216,175.7,44125,421164,51.3,41.7,10476.9,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Schuylkill,06/07/2021,4,4.4,14753,141359,2.8,3.1,10436.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Carbon,10/26/2020,7,5,592,64182,10.9,7.8,922.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Forest,05/30/2021,1,0.4,1431,7247,13.8,5.9,19746.1,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Forest,06/05/2021,0,0.4,1433,7247,0,5.9,19773.7,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Butler,11/05/2020,66,43.1,2133,187853,35.1,23,1135.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Perry,04/08/2021,18,16.4,3359,46272,38.9,35.5,7259.2,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Susquehanna,07/30/2020,1,0.9,213,40328,2.5,2.1,528.2,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Tioga,04/14/2021,5,7.9,2753,40591,12.3,19.4,6782.3,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,03/30/2021,9,7.7,3001,43425,20.7,17.8,6910.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Schuylkill,12/29/2020,162,121.1,7803,141359,114.6,85.7,5520,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Union,11/30/2020,23,43.7,1743,44923,51.2,97.3,3880,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Tioga,04/13/2021,9,9,2748,40591,22.2,22.2,6770,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,05/01/2021,2,3.7,3216,43425,4.6,8.6,7405.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
