Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Jefferson,02/16/2021,4,7.3,2736,43425,9.2,16.8,6300.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/22/2021,2,3.4,3305,43425,4.6,7.9,7610.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Tioga,05/31/2021,1,5,3053,40591,2.5,12.3,7521.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lebanon,05/14/2021,23,24.1,15871,141793,16.2,17,11193.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Carbon,02/09/2021,15,24,4656,64182,23.4,37.4,7254.4,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Beaver,07/09/2020,12,15.6,816,163929,7.3,9.5,497.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Philadelphia,04/07/2020,462,420.4,4405,1584064,29.2,26.5,278.1,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lancaster,05/28/2021,16,34.7,55074,545724,2.9,6.4,10091.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lancaster,04/28/2021,142,141.9,53006,545724,26,26,9713,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lebanon,03/08/2021,30,25,13081,141793,21.2,17.6,9225.4,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Potter,06/05/2021,1,1.3,1191,16526,6.1,7.8,7206.8,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Mercer,06/05/2021,4,6.1,9642,109424,3.7,5.6,8811.6,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Tioga,04/19/2021,5,7.1,2789,40591,12.3,17.6,6871,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,05/29/2021,3,3,3326,43425,6.9,6.9,7659.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Tioga,04/12/2021,7,8.4,2739,40591,17.2,20.8,6747.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Warren,06/05/2021,0,1.3,2630,39191,0,3.3,6710.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Jefferson,04/12/2021,14,10,3105,43425,32.2,23,7150.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Delaware,04/16/2020,229,122.3,2254,566747,40.4,21.6,397.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Centre,01/04/2021,73,64.4,9489,162385,45,39.7,5843.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Columbia,04/26/2021,19,17.3,5394,64964,29.2,26.6,8303.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Lebanon,01/18/2021,90,87.4,10888,141793,63.5,61.7,7678.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Jefferson,02/22/2021,14,6,2774,43425,32.2,13.8,6388,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/28/2021,2,2.9,3323,43425,4.6,6.6,7652.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,05/30/2021,1,3,3327,43425,2.3,6.9,7661.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Tioga,05/06/2021,4,7,2914,40591,9.9,17.2,7178.9,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,02/12/2021,7,8.3,2712,43425,16.1,19.1,6245.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Delaware,09/18/2020,31,33.3,11181,566747,5.5,5.9,1972.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Pike,01/17/2021,26,24.1,1913,55809,46.6,43.3,3427.8,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Tioga,05/30/2021,9,6,3052,40591,22.2,14.8,7518.9,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,06/03/2021,8,6,3075,40591,19.7,14.8,7575.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,02/21/2021,2,5.1,2760,43425,4.6,11.8,6355.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Butler,04/01/2020,5,7.3,69,187853,2.7,3.9,36.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Greene,04/27/2021,2,6.1,3146,36233,5.5,17,8682.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Franklin,12/07/2020,243,164.4,5832,155027,156.7,106.1,3761.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pike,09/08/2020,1,0.7,557,55809,1.8,1.3,998,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Greene,04/30/2021,3,3.9,3158,36233,8.3,10.6,8715.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Jefferson,03/14/2021,3,3.4,2872,43425,6.9,7.9,6613.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,04/29/2021,7,3.9,3210,43425,16.1,8.9,7392.1,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,03/04/2021,4,7.1,2840,43425,9.2,16.4,6540,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Tioga,03/26/2021,12,6.6,2587,40591,29.6,16.2,6373.3,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Butler,04/09/2020,11,7,124,187853,5.9,3.7,66,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Greene,05/03/2021,10,4,3172,36233,27.6,11,8754.5,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,04/28/2021,3,5,3149,36233,8.3,13.8,8691,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Jefferson,05/27/2021,8,3.3,3321,43425,18.4,7.6,7647.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Wyoming,05/10/2020,1,0.1,28,26794,3.7,0.5,104.5,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Tioga,04/02/2021,18,9.7,2655,40591,44.3,23.9,6540.9,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Jefferson,03/02/2021,23,6.4,2826,43425,53,14.8,6507.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Carbon,04/05/2020,11,6.9,61,64182,17.1,10.7,95,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Delaware,01/29/2021,180,214.9,37066,566747,31.8,37.9,6540.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Allegheny,12/22/2020,849,831.6,48766,1216045,69.8,68.4,4010.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Philadelphia,12/23/2020,755,680.6,85121,1584064,47.7,43,5373.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Forest,05/22/2021,0,0.3,1428,7247,0,3.9,19704.7,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lawrence,06/03/2021,10,4.6,7604,85512,11.7,5.3,8892.3,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Tioga,05/26/2021,10,6.4,3029,40591,24.6,15.8,7462.2,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,05/28/2021,8,5.9,3041,40591,19.7,14.4,7491.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Adams,11/28/2020,30,33,2031,103009,29.1,32,1971.7,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Pennsylvania,05/31/2021,472,723.7,1203097,12801989,3.7,5.7,9397.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northampton,10/01/2020,18,14.7,4610,305285,5.9,4.8,1510.1,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,01/19/2021,171,159,23707,348899,49,45.6,6794.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Westmoreland,04/02/2020,27,11.3,111,348899,7.7,3.2,31.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Tioga,05/15/2021,2,4.7,2961,40591,4.9,11.6,7294.7,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,05/14/2021,7,5.6,2959,40591,17.2,13.7,7289.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,04/11/2021,5,9.4,2732,40591,12.3,23.2,6730.6,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Butler,09/25/2020,12,8.6,1060,187853,6.4,4.6,564.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Montour,01/04/2021,10,19.6,1175,18230,54.9,107.4,6445.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Lehigh,11/11/2020,203,139.7,8226,369318,55,37.8,2227.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pennsylvania,07/03/2020,627,652.1,89940,12801989,4.9,5.1,702.5,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Tioga,04/26/2021,4,7.9,2844,40591,9.9,19.4,7006.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lycoming,04/12/2020,4,2.7,29,113299,3.5,2.4,25.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Franklin,12/10/2020,191,135.1,6255,155027,123.2,87.2,4034.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Bedford,04/19/2021,26,16.1,4200,47888,54.3,33.7,8770.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Delaware,02/03/2021,137,174.9,37740,566747,24.2,30.9,6659.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Lancaster,08/09/2020,50,41.9,5988,545724,9.2,7.7,1097.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Montgomery,12/21/2020,558,435.4,32261,830915,67.2,52.4,3882.6,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Delaware,04/08/2020,188,108,1240,566747,33.2,19.1,218.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Perry,12/18/2020,50,40,1339,46272,108.1,86.4,2893.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Lawrence,08/07/2020,5,6.9,389,85512,5.8,8,454.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Mercer,04/25/2021,9,22.7,9084,109424,8.2,20.8,8301.7,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Tioga,05/02/2021,3,5.4,2878,40591,7.4,13.4,7090.2,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,04/18/2021,7,7.4,2784,40591,17.2,18.3,6858.7,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Montgomery,05/05/2021,120,151.7,68474,830915,14.4,18.3,8240.8,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Columbia,06/06/2021,0,2,5863,64964,0,3.1,9025,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Philadelphia,08/18/2020,78,116.6,28094,1584064,4.9,7.4,1773.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Union,03/24/2020,0,0,0,44923,0,0,0,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Indiana,05/25/2020,0,0.4,90,84073,0,0.5,107,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Wyoming,05/04/2020,0,1.1,27,26794,0,4.3,100.8,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Mercer,11/22/2020,50,73,2462,109424,45.7,66.7,2250,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Cameron,03/14/2021,0,0.3,266,4447,0,6.4,5981.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Tioga,04/17/2021,5,7.1,2777,40591,12.3,17.6,6841.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Carbon,06/10/2020,0,1.7,256,64182,0,2.7,398.9,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Tioga,05/03/2021,9,6.1,2887,40591,22.2,15.1,7112.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Columbia,02/19/2021,10,10,4562,64964,15.4,15.4,7022.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Pike,08/16/2020,0,0.4,538,55809,0,0.8,964,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Blair,06/11/2021,4,4.3,13504,121829,3.3,3.5,11084.4,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Carbon,03/07/2021,3,9.4,4977,64182,4.7,14.7,7754.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Wyoming,04/19/2020,0,0.9,18,26794,0,3.2,67.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Mercer,02/05/2021,55,27.1,7748,109424,50.3,24.8,7080.7,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mercer,04/19/2021,30,23.1,8955,109424,27.4,21.1,8183.8,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Susquehanna,08/22/2020,2,3.6,252,40328,5,8.9,624.9,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Mercer,10/07/2020,14,7.1,809,109424,12.8,6.5,739.3,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Montour,01/09/2021,28,19.3,1296,18230,153.6,105.8,7109.2,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Lebanon,06/05/2021,7,5.3,16147,141793,4.9,3.7,11387.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Delaware,12/04/2020,392,296.6,22000,566747,69.2,52.3,3881.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Indiana,02/27/2021,9,10,5078,84073,10.7,11.9,6040,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Bucks,03/27/2021,261,240,49963,628270,41.5,38.2,7952.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Carbon,04/18/2021,5,23.3,5861,64182,7.8,36.3,9131.8,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Franklin,03/12/2021,35,30.6,12882,155027,22.6,19.7,8309.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Berks,10/13/2020,64,65.1,7972,421164,15.2,15.5,1892.8,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Carbon,03/15/2021,16,11.9,5072,64182,24.9,18.5,7902.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Mercer,11/18/2020,61,73,2183,109424,55.7,66.7,1995,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Tioga,05/21/2021,7,5.9,3000,40591,17.2,14.4,7390.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Mercer,04/22/2021,21,22.9,9028,109424,19.2,20.9,8250.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Tioga,04/06/2021,5,10,2685,40591,12.3,24.6,6614.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Philadelphia,03/30/2021,545,529.7,125653,1584064,34.4,33.4,7932.3,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northampton,05/22/2021,19,29.9,35562,305285,6.2,9.8,11648.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Crawford,05/02/2020,0,0.1,22,84629,0,0.2,26,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Delaware,04/22/2020,162,129.9,2934,566747,28.6,22.9,517.7,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Pike,04/10/2021,23,22.6,3407,55809,41.2,40.4,6104.8,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Mercer,10/22/2020,21,14.1,977,109424,19.2,12.9,892.9,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Butler,10/30/2020,40,36.3,1871,187853,21.3,19.3,996,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Susquehanna,08/08/2020,0,0.7,219,40328,0,1.8,543,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Perry,03/29/2021,25,13.9,3206,46272,54,29.9,6928.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Pike,08/10/2020,0,0.3,535,55809,0,0.5,958.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Franklin,02/15/2021,65,37,12179,155027,41.9,23.9,7856.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pennsylvania,07/16/2020,1036,810.7,100101,12801989,8.1,6.3,781.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,11/30/2020,189,104.1,4681,155027,121.9,67.2,3019.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Union,01/24/2021,23,30.1,3774,44923,51.2,67.1,8401,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Mercer,11/11/2020,89,55,1672,109424,81.3,50.3,1528,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Perry,04/03/2021,15,15.9,3283,46272,32.4,34.3,7095,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Tioga,04/20/2021,9,7.1,2798,40591,22.2,17.6,6893.2,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Mifflin,06/07/2021,2,2.3,5412,46138,4.3,5,11730,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Venango,06/05/2021,4,2.9,4077,50668,7.9,5.6,8046.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Chester,03/18/2021,112,102.6,32209,524989,21.3,19.5,6135.2,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Carbon,12/30/2020,65,51.1,2817,64182,101.3,79.7,4389.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Tioga,04/29/2021,8,7.1,2865,40591,19.7,17.6,7058.2,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Franklin,01/10/2021,82,154,10038,155027,52.9,99.3,6475,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Berks,01/20/2021,169,240.1,29403,421164,40.1,57,6981.4,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,08/03/2020,26,14.6,1273,163929,15.9,8.9,776.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Warren,12/09/2020,58,45.4,695,39191,148,115.9,1773.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Cameron,05/06/2021,0,0.7,293,4447,0,16.1,6588.7,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Crawford,03/21/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Montgomery,09/26/2020,33,34.1,12156,830915,4,4.1,1463,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Beaver,08/30/2020,8,15.1,1619,163929,4.9,9.2,987.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Bucks,09/13/2020,25,30.6,8261,628270,4,4.9,1314.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Adams,11/21/2020,71,39.7,1800,103009,68.9,38.6,1747.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Cumberland,03/01/2021,63,92.7,16567,253370,24.9,36.6,6538.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Perry,03/27/2021,8,11,3172,46272,17.3,23.8,6855.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Mercer,05/01/2021,16,17,9194,109424,14.6,15.5,8402.2,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mercer,09/27/2020,6,5.1,744,109424,5.5,4.7,679.9,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,06/03/2021,17,13.6,39676,369318,4.6,3.7,10743,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Westmoreland,03/12/2021,75,62,27625,348899,21.5,17.8,7917.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Carbon,02/20/2021,3,13.7,4825,64182,4.7,21.4,7517.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Union,01/27/2021,25,26.9,3854,44923,55.7,59.8,8579.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Pennsylvania,07/10/2020,808,756.3,95234,12801989,6.3,5.9,743.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Carbon,01/03/2021,15,52.9,2993,64182,23.4,82.4,4663.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Columbia,03/30/2021,18,11.4,4949,64964,27.7,17.6,7618.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Northampton,03/20/2021,87,121,28957,305285,28.5,39.6,9485.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wyoming,06/05/2021,0,1.9,1983,26794,0,6.9,7400.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northampton,02/05/2021,160,119.9,24254,305285,52.4,39.3,7944.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wyoming,04/01/2020,1,0.1,1,26794,3.7,0.5,3.7,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Perry,04/04/2021,10,16,3293,46272,21.6,34.6,7116.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,03/30/2021,7,12.7,3213,46272,15.1,27.5,6943.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Beaver,02/11/2021,47,47.3,11546,163929,28.7,28.8,7043.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Snyder,08/21/2020,4,2.3,144,40372,9.9,5.7,356.7,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Centre,11/18/2020,99,84.9,5576,162385,61,52.3,3433.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Northumberland,05/10/2021,16,15.6,9407,90843,17.6,17.1,10355.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Montour,04/20/2021,4,3.1,1922,18230,21.9,17.2,10543.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Lancaster,03/23/2021,198,128.4,46580,545724,36.3,23.5,8535.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Chester,05/06/2021,110,92.3,39639,524989,21,17.6,7550.4,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Union,11/11/2020,36,21,936,44923,80.1,46.7,2083.6,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Allegheny,06/07/2020,6,13.1,2024,1216045,0.5,1.1,166.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Northampton,02/04/2021,126,123.4,24094,305285,41.3,40.4,7892.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Northampton,02/25/2021,127,98.6,26716,305285,41.6,32.3,8751.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wyoming,06/06/2021,1,1.7,1984,26794,3.7,6.4,7404.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Mercer,11/23/2020,57,72.7,2519,109424,52.1,66.5,2302.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
McKean,07/25/2020,0,0.1,32,40625,0,0.4,78.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
McKean,07/04/2020,0,0.4,26,40625,0,1.1,64,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Perry,03/25/2021,21,13.3,3153,46272,45.4,28.7,6814.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Montgomery,04/18/2021,206,318.4,65064,830915,24.8,38.3,7830.4,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Carbon,12/26/2020,24,52.1,2597,64182,37.4,81.2,4046.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Northumberland,12/02/2020,101,63.7,2896,90843,111.2,70.1,3187.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Northumberland,09/14/2020,10,7.1,837,90843,11,7.9,921.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Chester,04/03/2021,191,186.6,34821,524989,36.4,35.5,6632.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,03/21/2021,168,288.3,81969,1216045,13.8,23.7,6740.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Bucks,05/15/2021,55,83.3,59945,628270,8.8,13.3,9541.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Berks,09/28/2020,49,33.9,7155,421164,11.6,8,1698.9,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Union,10/08/2020,9,14.3,610,44923,20,31.8,1357.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
McKean,08/01/2020,0,0.3,34,40625,0,0.7,83.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
