GEO_ID,NAME,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C01_028E,S1902_C01_028M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M,S1902_C02_028E,S1902_C02_028M,S1902_C03_001E,S1902_C03_001M,S1902_C03_002E,S1902_C03_002M,S1902_C03_003E,S1902_C03_003M,S1902_C03_004E,S1902_C03_004M,S1902_C03_005E,S1902_C03_005M,S1902_C03_006E,S1902_C03_006M,S1902_C03_007E,S1902_C03_007M,S1902_C03_008E,S1902_C03_008M,S1902_C03_009E,S1902_C03_009M,S1902_C03_010E,S1902_C03_010M,S1902_C03_011E,S1902_C03_011M,S1902_C03_012E,S1902_C03_012M,S1902_C03_013E,S1902_C03_013M,S1902_C03_014E,S1902_C03_014M,S1902_C03_015E,S1902_C03_015M,S1902_C03_016E,S1902_C03_016M,S1902_C03_017E,S1902_C03_017M,S1902_C03_018E,S1902_C03_018M,S1902_C03_019E,S1902_C03_019M,S1902_C03_020E,S1902_C03_020M,S1902_C03_021E,S1902_C03_021M,S1902_C03_022E,S1902_C03_022M,S1902_C03_023E,S1902_C03_023M,S1902_C03_024E,S1902_C03_024M,S1902_C03_025E,S1902_C03_025M,S1902_C03_026E,S1902_C03_026M,S1902_C03_027E,S1902_C03_027M,S1902_C03_028E,S1902_C03_028M
id,Geographic Area Name,Estimate!!Number!!HOUSEHOLD INCOME!!All households,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With earnings,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,"Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income",Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income,Margin of Error!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked","Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked","Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked","Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other",Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),"Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino",Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,"Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income",Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Social Security income,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Social Security income,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With retirement income,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With retirement income,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With other types of income,Margin of Error!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With other types of income,Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked","Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked","Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked","Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other",Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),"Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino",Mean Household Income,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,"Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income","Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income",Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Social Security income,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Social Security income,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With retirement income,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With retirement income,Estimate!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With other types of income,Margin of Error!!Mean income (dollars)!!HOUSEHOLD INCOME!!All households!!With other types of income,Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,"Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked","Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, both spouses worked","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked","Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked","Estimate!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other","Margin of Error!!Mean income (dollars)!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other",Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),"Estimate!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino","Margin of Error!!Mean income (dollars)!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino"
0500000US53001,"Adams County, Washington",5973,159,4891,213,4739,230,558,115,835,141,1594,163,334,100,1374,231,194,93,747,116,923,187,4571,236,558,126,1547,203,1258,193,465,153,566,142,177,89,19594,*****,12761,833,203,160,796,559,154,58,41,54,5234,896,405,141,12458,*****,6626,7,5973,159,81.9,2.4,79.3,2.8,9.3,1.9,14.0,2.3,26.7,2.7,5.6,1.7,23.0,3.8,3.2,1.5,12.5,2.0,15.5,3.1,4571,236,12.2,2.6,33.8,4.1,27.5,4.2,10.2,3.2,12.4,3.1,3.9,1.9,19594,*****,65.1,4.2,1.0,0.8,4.1,2.9,0.8,0.3,0.2,0.3,26.7,4.6,2.1,0.7,63.6,*****,33.8,0.1,65032,5872,65717,6672,62923,7004,41630,20203,13991,3030,18548,1278,10328,1851,(X),(X),2163,1480,19599,3017,7865,1984,71554,7943,30369,6666,48035,3810,86217,10171,69471,18320,142306,55511,81956,20562,20248,1754,24355,2720,11076,6064,8214,3867,26973,12013,N,N,12176,1684,19130,7771,15160,2507,29887,2164
0500000US53003,"Asotin County, Washington",9101,231,6120,287,5820,291,937,185,2289,273,4014,205,497,121,1654,229,374,114,2428,242,1103,247,5638,301,1495,184,1637,248,1673,218,508,144,287,91,38,33,22421,*****,20731,148,116,78,256,173,192,56,51,61,210,79,865,145,900,*****,20262,48,9101,231,67.2,2.6,63.9,2.7,10.3,2.0,25.2,3.0,44.1,2.2,5.5,1.3,18.2,2.5,4.1,1.3,26.7,2.7,12.1,2.7,5638,301,26.5,2.7,29.0,3.9,29.7,3.6,9.0,2.7,5.1,1.6,0.7,0.6,22421,*****,92.5,0.7,0.5,0.3,1.1,0.8,0.9,0.3,0.2,0.3,0.9,0.4,3.9,0.6,4.0,*****,90.4,0.2,70614,4288,72031,5919,71121,5993,28720,9473,15123,4915,21340,1020,9659,1488,(X),(X),2693,867,25680,4392,12142,2419,84359,6285,54420,5591,73194,17833,114339,11118,87561,24098,119921,13402,111863,29148,29695,1756,30529,1841,3722,5229,12242,3173,51049,38487,N,N,23725,7632,13423,7223,13572,3507,30926,1903
0500000US53005,"Benton County, Washington",72121,607,55829,765,54561,783,6438,513,15201,683,22191,563,3740,428,9995,588,1881,267,15627,638,9381,554,49394,780,7565,461,17631,830,15594,665,4024,440,3836,366,744,182,197518,*****,162240,1783,3198,422,1526,390,5069,393,141,111,17639,1781,7705,872,42849,*****,139090,136,72121,607,77.4,0.9,75.7,1.0,8.9,0.7,21.1,1.0,30.8,0.8,5.2,0.6,13.9,0.8,2.6,0.4,21.7,0.9,13.0,0.8,49394,780,15.3,0.9,35.7,1.5,31.6,1.3,8.1,0.9,7.8,0.7,1.5,0.4,197518,*****,82.1,0.9,1.6,0.2,0.8,0.2,2.6,0.2,0.1,0.1,8.9,0.9,3.9,0.4,21.7,*****,70.4,0.1,87525,1723,89231,1927,87217,1818,34641,4703,17142,2634,21939,467,11880,720,(X),(X),2581,550,27165,1284,11673,857,100085,2135,62378,3794,81433,4254,131189,3607,88178,6259,140216,7253,131044,19398,32882,663,35214,771,19737,3791,26417,7645,45246,5141,29800,19535,17856,1806,16854,2380,17141,988,38210,828
0500000US53007,"Chelan County, Washington",28384,668,20751,750,19816,746,3370,416,6181,498,10282,496,1344,281,2961,391,681,189,6234,465,3070,380,18695,637,3605,346,5185,483,6035,406,1727,321,1782,274,361,150,76229,*****,61268,1360,492,174,651,235,615,161,31,15,10282,1284,2890,716,21297,*****,51816,49,28384,668,73.1,1.7,69.8,1.7,11.9,1.5,21.8,1.8,36.2,1.8,4.7,1.0,10.4,1.3,2.4,0.6,22.0,1.6,10.8,1.4,18695,637,19.3,1.8,27.7,2.3,32.3,1.9,9.2,1.7,9.5,1.5,1.9,0.8,76229,*****,80.4,1.8,0.6,0.2,0.9,0.3,0.8,0.2,0.0,0.1,13.5,1.7,3.8,0.9,27.9,*****,68.0,0.1,79143,2942,81354,3716,78154,3563,41391,7069,21510,6054,20416,933,10615,1121,(X),(X),2381,922,25046,2234,14109,2710,91779,4096,53245,5046,78132,8612,118724,9723,81117,11703,123123,10261,118443,17448,30870,1227,34392,1507,15486,5377,25044,12866,31124,7589,65710,33640,14029,1635,19615,4763,16558,1451,37090,1654
0500000US53009,"Clallam County, Washington",32958,517,19689,578,18502,586,3670,339,9106,498,15892,411,2517,292,4804,396,1759,262,10658,508,4643,463,20311,631,6000,378,6474,478,5531,390,1220,189,938,198,148,61,75392,*****,66144,277,825,146,3701,257,1284,190,21,28,513,235,2904,356,4781,*****,62409,44,32958,517,59.7,1.3,56.1,1.4,11.1,1.0,27.6,1.5,48.2,1.3,7.6,0.9,14.6,1.2,5.3,0.8,32.3,1.6,14.1,1.4,20311,631,29.5,1.5,31.9,2.2,27.2,1.7,6.0,0.9,4.6,1.0,0.7,0.3,75392,*****,87.7,0.4,1.1,0.2,4.9,0.3,1.7,0.3,0.0,0.1,0.7,0.3,3.9,0.5,6.3,*****,82.8,0.1,67839,2016,67732,2622,65673,2895,32288,4582,18145,2337,20552,554,10491,820,(X),(X),2641,441,29473,1894,14052,2131,82044,2698,62980,3684,69282,4692,108712,6206,74342,9751,141788,18792,101453,15222,30283,836,31738,893,17806,4684,19620,3094,22933,5421,29548,14646,21956,8212,19003,3864,18331,3362,32488,925
