County,Case rate,Death rate
Belknap,6788,163
Carroll,5077,27
Cheshire,5115,46
Coos,6517,133
Grafton,4529,29
Hillsborough,8720,101
Merrimack,6389,77
Rockingham,7861,86
Strafford,7707,74
Sullivan,4334,58
