measure,county,report_date,cases,deaths,cases_cum,death_cum,moving_avg_cases,moving_avg_deaths,antigen_cases,probable_deaths,antigen_cases_cum,probable_deaths_cum,total_cases,total_cases_cum,moving_avg_antigen_cases,moving_avg_probable_deaths,moving_avg_total_cases
state_total,Georgia,2020-04-01,570,28,4798,135,466,16.1428571428571,0,0,2,5,570,4800,0.14285714285714,0.42857142857142,466.142857142857
state_total,Georgia,2020-04-02,637,34,5435,169,513.857142857143,21,0,0,2,5,637,5437,0,0.42857142857142,513.857142857143
state_total,Georgia,2020-04-03,488,18,5923,187,508.714285714285,17.8571428571428,0,1,2,6,488,5925,0,0.42857142857142,508.714285714285
state_total,Georgia,2020-04-04,422,15,6345,202,536.857142857143,19.4285714285714,0,0,2,6,422,6347,0,0.28571428571428,536.857142857143
state_total,Georgia,2020-04-05,296,8,6641,210,544.428571428571,19.2857142857142,0,0,2,6,296,6643,0,0.14285714285714,544.428571428571
state_total,Georgia,2020-04-06,735,29,7376,239,594,20.2857142857142,2,0,4,6,737,7380,0.28571428571428,0.14285714285714,594.285714285714
state_total,Georgia,2020-04-07,1559,78,8935,317,672.428571428571,30,0,0,4,6,1559,8939,0.28571428571428,0.14285714285714,672.714285714285
state_total,Georgia,2020-04-08,1128,39,10063,356,752.142857142857,31.5714285714285,1,0,5,6,1129,10068,0.42857142857142,0.14285714285714,752.571428571428
state_total,Georgia,2020-04-09,612,43,10675,399,748.571428571428,32.8571428571428,1,0,6,6,613,10681,0.57142857142857,0.14285714285714,749.142857142857
state_total,Georgia,2020-04-10,933,8,11608,407,812.142857142857,31.4285714285714,0,0,6,6,933,11614,0.57142857142857,0,812.714285714285
state_total,Georgia,2020-04-11,417,16,12025,423,811.428571428571,31.5714285714285,0,0,6,6,417,12031,0.57142857142857,0,812
state_total,Georgia,2020-04-12,156,12,12181,435,791.428571428571,32.1428571428571,0,0,6,6,156,12187,0.57142857142857,0,792
state_total,Georgia,2020-04-13,1085,35,13266,470,841.428571428571,33,0,3,6,9,1085,13272,0.28571428571428,0.42857142857142,841.714285714285
state_total,Georgia,2020-04-14,840,20,14106,490,738.714285714285,24.7142857142857,0,0,6,9,840,14112,0.28571428571428,0.42857142857142,739
state_total,Georgia,2020-04-15,681,69,14787,559,674.857142857143,29,0,0,6,9,681,14793,0.14285714285714,0.42857142857142,675
state_total,Georgia,2020-04-16,984,13,15771,572,728,24.7142857142857,0,0,6,9,984,15777,0,0.42857142857142,728
state_total,Georgia,2020-04-17,907,78,16678,650,724.285714285714,34.7142857142857,0,0,6,9,907,16684,0,0.42857142857142,724.285714285714
state_total,Georgia,2020-04-18,348,6,17026,656,714.428571428571,33.2857142857142,1,0,7,9,349,17033,0.14285714285714,0.42857142857142,714.571428571428
state_total,Georgia,2020-04-19,505,20,17531,676,764.285714285714,34.4285714285714,0,0,7,9,505,17538,0.14285714285714,0.42857142857142,764.428571428571
state_total,Georgia,2020-04-20,829,78,18360,754,727.714285714285,40.5714285714285,0,2,7,11,829,18367,0.14285714285714,0.28571428571428,727.857142857143
state_total,Georgia,2020-04-21,601,35,18961,789,693.571428571428,42.7142857142857,0,0,7,11,601,18968,0.14285714285714,0.28571428571428,693.714285714285
state_total,Georgia,2020-04-22,892,26,19853,815,723.714285714285,36.5714285714285,1,0,8,11,893,19861,0.28571428571428,0.28571428571428,724
state_total,Georgia,2020-04-23,930,44,20783,859,716,41,1,1,9,12,931,20792,0.42857142857142,0.42857142857142,716.428571428571
state_total,Georgia,2020-04-24,678,20,21461,879,683.285714285714,32.7142857142857,0,2,9,14,678,21470,0.42857142857142,0.71428571428571,683.714285714285
state_total,Georgia,2020-04-25,685,7,22146,886,731.428571428571,32.8571428571428,0,0,9,14,685,22155,0.28571428571428,0.71428571428571,731.714285714285
state_total,Georgia,2020-04-26,269,9,22415,895,697.714285714285,31.2857142857142,0,0,9,14,269,22424,0.28571428571428,0.71428571428571,698
state_total,Georgia,2020-04-27,771,75,23186,970,689.428571428571,30.8571428571428,0,0,9,14,771,23195,0.28571428571428,0.42857142857142,689.714285714285
state_total,Georgia,2020-04-28,581,38,23767,1008,686.571428571428,31.2857142857142,0,0,9,14,581,23776,0.28571428571428,0.42857142857142,686.857142857143
state_total,Georgia,2020-04-29,854,57,24621,1065,681.142857142857,35.7142857142857,0,0,9,14,854,24630,0.14285714285714,0.42857142857142,681.285714285714
state_total,Georgia,2020-04-30,536,37,25157,1102,624.857142857143,34.7142857142857,0,0,9,14,536,25166,0,0.28571428571428,624.857142857143
state_total,Georgia,2020-05-01,934,33,26091,1135,661.428571428571,36.5714285714285,0,0,9,14,934,26100,0,0,661.428571428571
state_total,Georgia,2020-05-02,381,4,26472,1139,618,36.1428571428571,0,0,9,14,381,26481,0,0,618
state_total,Georgia,2020-05-03,283,7,26755,1146,620,35.8571428571428,1,0,10,14,284,26765,0.14285714285714,0,620.142857142857
state_total,Georgia,2020-05-04,751,26,27506,1172,617.142857142857,28.8571428571428,1,0,11,14,752,27517,0.28571428571428,0,617.428571428571
state_total,Georgia,2020-05-05,600,51,28106,1223,619.857142857143,30.7142857142857,1,0,12,14,601,28118,0.42857142857142,0,620.285714285714
state_total,Georgia,2020-05-06,799,58,28905,1281,612,30.8571428571428,1,0,13,14,800,28918,0.57142857142857,0,612.571428571428
state_total,Georgia,2020-05-07,819,21,29724,1302,652.428571428571,28.5714285714285,1,0,14,14,820,29738,0.71428571428571,0,653.142857142857
state_total,Georgia,2020-05-08,541,29,30265,1331,596.285714285714,28,1,0,15,14,542,30280,0.85714285714285,0,597.142857142857
state_total,Georgia,2020-05-09,307,39,30572,1370,585.714285714285,33,0,0,15,14,307,30587,0.85714285714285,0,586.571428571428
state_total,Georgia,2020-05-10,874,4,31446,1374,670.142857142857,32.5714285714285,0,0,15,14,874,31461,0.71428571428571,0,670.857142857143
state_total,Georgia,2020-05-11,459,37,31905,1411,628.428571428571,34.1428571428571,0,0,15,14,459,31920,0.57142857142857,0,629
state_total,Georgia,2020-05-12,767,24,32672,1435,652.285714285714,30.2857142857142,0,0,15,14,767,32687,0.42857142857142,0,652.714285714285
state_total,Georgia,2020-05-13,556,40,33228,1475,617.571428571428,27.7142857142857,1,0,16,14,557,33244,0.42857142857142,0,618
state_total,Georgia,2020-05-14,326,19,33554,1494,547.142857142857,27.4285714285714,1,1,17,15,327,33571,0.42857142857142,0.14285714285714,547.571428571428
state_total,Georgia,2020-05-15,610,35,34164,1529,557,28.2857142857142,2,0,19,15,612,34183,0.57142857142857,0.14285714285714,557.571428571428
state_total,Georgia,2020-05-16,562,33,34726,1562,593.428571428571,27.4285714285714,0,0,19,15,562,34745,0.57142857142857,0.14285714285714,594
state_total,Georgia,2020-05-17,618,15,35344,1577,556.857142857143,29,0,0,19,15,618,35363,0.57142857142857,0.14285714285714,557.428571428571
state_total,Georgia,2020-05-18,658,44,36002,1621,585.285714285714,30,0,0,19,15,658,36021,0.57142857142857,0.14285714285714,585.857142857143
state_total,Georgia,2020-05-19,769,34,36771,1655,585.571428571428,31.4285714285714,0,0,19,15,769,36790,0.57142857142857,0.14285714285714,586.142857142857
state_total,Georgia,2020-05-20,771,6,37542,1661,616.285714285714,26.5714285714285,0,0,19,15,771,37561,0.42857142857142,0.14285714285714,616.714285714285
state_total,Georgia,2020-05-21,684,90,38226,1751,667.428571428571,36.7142857142857,0,3,19,18,684,38245,0.28571428571428,0.42857142857142,667.714285714285
state_total,Georgia,2020-05-22,1029,41,39255,1792,727.285714285714,37.5714285714285,0,8,19,26,1029,39274,0,1.57142857142857,727.285714285714
state_total,Georgia,2020-05-23,975,13,40230,1805,786.285714285714,34.7142857142857,0,3,19,29,975,40249,0,2,786.285714285714
state_total,Georgia,2020-05-24,723,5,40953,1810,801.285714285714,33.2857142857142,0,0,19,29,723,40972,0,2,801.285714285714
state_total,Georgia,2020-05-25,530,21,41483,1831,783,30,0,0,19,29,530,41502,0,2,783
state_total,Georgia,2020-05-26,348,47,41831,1878,722.857142857143,31.8571428571428,2,0,21,29,350,41852,0.28571428571428,2,723.142857142857
state_total,Georgia,2020-05-27,705,33,42536,1911,713.428571428571,35.7142857142857,0,0,21,29,705,42557,0.28571428571428,2,713.714285714285
state_total,Georgia,2020-05-28,835,44,43371,1955,735,29.1428571428571,0,0,21,29,835,43392,0.28571428571428,1.57142857142857,735.285714285714
state_total,Georgia,2020-05-29,619,17,43990,1972,676.428571428571,25.7142857142857,5,0,26,29,624,44016,1,0.42857142857142,677.428571428571
state_total,Georgia,2020-05-30,735,17,44725,1989,642.142857142857,26.2857142857142,0,0,26,29,735,44751,1,0,643.142857142857
state_total,Georgia,2020-05-31,728,47,45453,2036,642.857142857143,32.2857142857142,0,0,26,29,728,45479,1,0,643.857142857143
state_total,Georgia,2020-06-01,885,38,46338,2074,693.571428571428,34.7142857142857,2,0,28,29,887,46366,1.28571428571428,0,694.857142857143
state_total,Georgia,2020-06-02,578,27,46916,2101,726.428571428571,31.8571428571428,0,0,28,29,578,46944,1,0,727.428571428571
state_total,Georgia,2020-06-03,721,19,47637,2120,728.714285714285,29.8571428571428,0,0,28,29,721,47665,1,0,729.714285714285
state_total,Georgia,2020-06-04,940,31,48577,2151,743.714285714285,28,0,0,28,29,940,48605,1,0,744.714285714285
state_total,Georgia,2020-06-05,795,12,49372,2163,768.857142857143,27.2857142857142,1,0,29,29,796,49401,0.42857142857142,0,769.285714285714
state_total,Georgia,2020-06-06,582,4,49954,2167,747,25.4285714285714,0,0,29,29,582,49983,0.42857142857142,0,747.428571428571
state_total,Georgia,2020-06-07,524,1,50478,2168,717.857142857143,18.8571428571428,0,0,29,29,524,50507,0.42857142857142,0,718.285714285714
state_total,Georgia,2020-06-08,620,85,51098,2253,680,25.5714285714285,23,0,52,29,643,51150,3.42857142857142,0,683.428571428571
state_total,Georgia,2020-06-09,729,17,51827,2270,701.571428571428,24.1428571428571,76,0,128,29,805,51955,14.2857142857142,0,715.857142857143
state_total,Georgia,2020-06-10,732,61,52559,2331,703.142857142857,30.1428571428571,72,0,200,29,804,52759,24.5714285714285,0,727.714285714285
state_total,Georgia,2020-06-11,980,43,53539,2374,708.857142857143,31.8571428571428,117,0,317,29,1097,53856,41.2857142857142,0,750.142857142857
state_total,Georgia,2020-06-12,878,31,54417,2405,720.714285714285,34.5714285714285,81,0,398,29,959,54815,52.7142857142857,0,773.428571428571
state_total,Georgia,2020-06-13,1033,24,55450,2429,785.142857142857,37.4285714285714,7,1,405,30,1040,55855,53.7142857142857,0.14285714285714,838.857142857143
state_total,Georgia,2020-06-14,849,5,56299,2434,831.571428571428,38,1,0,406,30,850,56705,53.8571428571428,0.14285714285714,885.428571428571
state_total,Georgia,2020-06-15,735,52,57034,2486,848,33.2857142857142,115,0,521,30,850,57555,67,0.14285714285714,915
state_total,Georgia,2020-06-16,753,33,57787,2519,851.428571428571,35.5714285714285,112,0,633,30,865,58420,72.1428571428571,0.14285714285714,923.571428571428
state_total,Georgia,2020-06-17,988,49,58775,2568,888,33.8571428571428,99,0,732,30,1087,59507,76,0.14285714285714,964
state_total,Georgia,2020-06-18,957,22,59732,2590,884.714285714285,30.8571428571428,65,1,797,31,1022,60529,68.5714285714285,0.28571428571428,953.285714285714
